更新时间,#genre#
广东卫视,http://36.40.236.23:9999/tsfile/live/0131_2.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://39.98.201.151:9090/udp/225.1.8.49:8048
广东卫视,http://111.61.236.247:9081/hls/43/index.m3u8
广东卫视,http://123.56.129.203:3929/rtp/225.1.8.151:8132
广东卫视,http://120.55.49.231:5795/rtp/233.50.200.187:5140
广东卫视,http://120.55.49.231:5795/rtp/233.50.201.56:5140
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=3
浙江卫视,http://123.56.129.203:3929/rtp/225.1.8.133:8284
浙江卫视,http://120.55.49.231:5795/rtp/233.50.200.231:5140
浙江卫视,http://120.55.49.231:5795/rtp/233.50.201.100:5140
湖南卫视,http://60.12.183.46:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://124.128.73.58:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.56.129.203:3929/rtp/225.1.8.132:8064
湖南卫视,http://120.55.49.231:5795/rtp/233.50.201.103:5140
湖南卫视,http://120.55.49.231:5795/rtp/233.50.201.52:5140
北京卫视,http://60.12.183.46:9901/tsfile/live/0015_2.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视,http://182.117.136.124:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.56.129.203:3929/rtp/225.1.8.21:8002
北京卫视,http://120.55.49.231:5795/rtp/233.50.201.107:5140
北京卫视,http://120.55.49.231:5795/rtp/233.50.201.40:5140
湖北卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000024621/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=3
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://123.129.70.178:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://123.56.129.203:3929/rtp/225.1.8.146:8136
湖北卫视,http://120.55.49.231:5795/rtp/233.50.201.114:5140
湖北卫视,http://120.55.49.231:5795/rtp/233.50.201.43:5140
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
黑龙江卫视,http://39.98.201.151:9090/udp/225.1.8.42:8016
黑龙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001925/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3
黑龙江卫视,http://123.56.129.203:3929/rtp/225.1.8.141:8196
黑龙江卫视,http://120.55.49.231:5795/rtp/233.50.201.115:5140
黑龙江卫视,http://120.55.49.231:5795/rtp/233.50.201.42:5140
安徽卫视,http://218.89.240.144:59901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://123.56.129.203:3929/rtp/225.1.8.135:8272
安徽卫视,http://120.55.49.231:5795/rtp/233.50.201.113:5140
安徽卫视,http://120.55.49.231:5795/rtp/233.50.201.62:5140
重庆卫视,http://115.234.227.164:8808/udp/233.50.201.143:5140
重庆卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265017/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=3
重庆卫视,http://vod.hnqczh.cn:808/hls/41/index.m3u8
重庆卫视,http://123.56.129.203:3929/rtp/225.1.8.148:8296
重庆卫视,http://120.55.49.231:5795/rtp/233.50.201.143:5140
重庆卫视,http://120.55.49.231:5795/rtp/233.50.201.66:5140
东方卫视,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
东方卫视,http://116.128.242.83:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://58.19.38.162:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://123.56.129.203:3929/rtp/225.1.8.147:8192
东方卫视,http://120.55.49.231:5795/rtp/233.50.201.125:5140
东方卫视,http://120.55.49.231:5795/rtp/233.50.201.68:5140
东南卫视,http://tx.stlyx.cn:5000/ysp/dongnan
东南卫视,http://39.98.201.151:9090/udp/225.1.8.79:8148
东南卫视,http://60.12.183.46:9901/tsfile/live/0131_1.m3u8
东南卫视,http://123.56.129.203:3929/rtp/225.1.8.149:8112
东南卫视,http://120.55.49.231:5795/rtp/233.50.201.146:5140
东南卫视,http://120.55.49.231:5795/rtp/233.50.201.58:5140
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://222.134.245.16:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3
甘肃卫视,http://123.56.129.203:3929/rtp/225.1.8.162:8188
甘肃卫视,http://122.9.151.210:2676/rtp/238.255.2.73:5999
甘肃卫视,http://123.56.129.203:4310/rtp/225.1.8.162:8188
广西卫视,http://60.12.183.46:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://39.98.201.151:9090/udp/225.1.8.152:8300
广西卫视,http://tx.stlyx.cn:5000/ysp/guangxi
广西卫视,http://123.56.129.203:3929/rtp/225.1.8.152:8300
广西卫视,http://120.55.49.231:5795/rtp/233.50.201.49:5140
广西卫视,http://123.56.129.203:2604/rtp/225.1.8.152:8300
贵州卫视,http://183.48.242.140:5050/udp/239.77.0.230:5146
贵州卫视,http://36.40.236.23:9999/tsfile/live/0132_4.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://123.129.70.178:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://123.56.129.203:3929/rtp/225.1.8.144:8120
贵州卫视,http://120.55.49.231:5795/rtp/233.50.201.142:5140
贵州卫视,http://120.55.49.231:5795/rtp/233.50.201.69:5140
海南卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=hinws
海南卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000004000006211/index.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=no
海南卫视,http://61.157.139.15:9901/tsfile/live/2404_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://123.56.129.203:3929/rtp/225.1.8.158:8304
海南卫视,http://120.55.49.231:5795/rtp/233.50.201.55:5140
海南卫视,http://122.9.151.210:2676/rtp/238.255.2.58:5999
河北卫视,http://123.182.60.29:9002/hls/18/index.m3u8
河北卫视,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3
河北卫视,http://123.129.70.178:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://123.56.129.203:3929/rtp/225.1.8.150:8292
河北卫视,http://120.55.49.231:5795/rtp/233.50.201.140:5140
河北卫视,http://120.55.49.231:5795/rtp/233.50.201.50:5140
河南卫视,http://49.232.131.30:99/dxxw.php?id=hnws
河南卫视,http://183.94.1.118:8801/tsfile/live/1006_1.m3u8
河南卫视,http://115.234.227.164:8808/udp/233.50.201.144:5140
河南卫视,http://123.56.129.203:3929/rtp/225.1.8.140:8128
河南卫视,http://120.55.49.231:5795/rtp/233.50.201.144:5140
河南卫视,http://120.55.49.231:5795/rtp/233.50.201.44:5140
吉林卫视,http://60.12.183.46:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031117
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8
吉林卫视,http://123.56.129.203:3929/rtp/225.1.8.153:8200
吉林卫视,http://120.55.49.231:5795/rtp/233.50.201.48:5140
吉林卫视,http://122.9.151.210:887/rtp/238.255.2.95:5999
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.14.181.15:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://218.89.240.144:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.56.129.203:3929/rtp/225.1.8.134:8276
江苏卫视,http://120.55.49.231:5795/rtp/233.50.201.106:5140
江苏卫视,http://120.55.49.231:5795/rtp/233.50.201.41:5140
江西卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=jxws
江西卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265032
江西卫视,http://221.0.78.198:1681/hls/10247/index.m3u8
江西卫视,http://123.56.129.203:3929/rtp/225.1.1.9:8164
江西卫视,http://120.55.49.231:5795/rtp/233.50.201.145:5140
江西卫视,http://120.55.49.231:5795/rtp/233.50.201.53:5140
辽宁卫视,http://123.166.61.70:8003/hls/20/index.m3u8
辽宁卫视,http://124.128.73.58:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://115.234.227.164:8808/udp/233.50.201.141:5140
辽宁卫视,http://123.56.129.203:3929/rtp/225.1.8.137:8116
辽宁卫视,http://120.55.49.231:5795/rtp/233.50.201.141:5140
辽宁卫视,http://120.55.49.231:5795/rtp/233.50.201.60:5140
内蒙古卫视,http://222.134.245.16:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0thid=0
内蒙古卫视,http://61.136.67.238:50085/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://123.56.129.203:3929/rtp/225.1.8.156:8176
内蒙古卫视,http://122.9.151.210:887/rtp/238.255.2.53:5999
内蒙古卫视,http://123.56.129.203:4310/rtp/225.1.8.156:8176
宁夏卫视,http://123.138.22.30:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://123.56.129.203:3929/rtp/225.1.8.159:8124
宁夏卫视,http://120.55.49.231:5795/rtp/233.50.201.57:5140
宁夏卫视,http://120.55.49.231:6519/rtp/233.50.201.57:5140
青海卫视,http://118.122.189.74:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://119.163.199.98:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://123.56.129.203:3929/rtp/225.1.8.157:8184
青海卫视,http://120.55.49.231:5795/rtp/233.50.201.65:5140
青海卫视,http://139.196.151.191:7549/rtp/239.45.1.230:5140
山东卫视,http://115.234.227.164:8808/udp/233.50.201.105:5140
山东卫视,http://60.12.183.46:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://fangke.blueswords.com:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.56.129.203:3929/rtp/225.1.8.138:8148
山东卫视,http://120.55.49.231:5795/rtp/233.50.201.105:5140
山东卫视,http://120.55.49.231:5795/rtp/233.50.201.64:5140
山西卫视,http://220.249.114.102:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://39.98.201.151:9090/udp/225.1.8.155:8172
山西卫视,http://36.35.16.98:9901/tsfile/live/0001_17.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://123.56.129.203:3929/rtp/225.1.8.155:8172
山西卫视,http://120.55.49.231:5795/rtp/233.50.201.51:5140
山西卫视,http://123.56.129.203:2604/rtp/225.1.8.155:8172
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://39.98.201.151:9090/udp/225.1.8.154:8140
陕西卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=sxws
陕西卫视,http://123.56.129.203:3929/rtp/225.1.8.154:8140
陕西卫视,http://120.55.49.231:5795/rtp/233.50.201.59:5140
陕西卫视,http://120.55.49.231:3095/rtp/233.50.201.59:5140
四川卫视,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://115.234.227.164:8808/udp/233.50.200.118:5140
四川卫视,http://123.56.129.203:3929/rtp/225.1.8.142:8288
四川卫视,http://120.55.49.231:5795/rtp/233.50.201.139:5140
四川卫视,http://120.55.49.231:5795/rtp/233.50.201.61:5140
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://115.234.227.164:8808/udp/233.50.200.188:5140
深圳卫视,http://vod.hnqczh.cn:808/hls/28/index.m3u8
深圳卫视,http://123.56.129.203:3929/rtp/225.1.8.145:9244
深圳卫视,http://120.55.49.231:5795/rtp/233.50.201.101:5140
深圳卫视,http://120.55.49.231:5795/rtp/233.50.201.45:5140
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
三沙卫视,http://220.249.114.102:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://123.56.129.203:3929/rtp/225.1.8.78:4120
三沙卫视,http://123.56.129.203:4310/rtp/225.1.8.78:4120
三沙卫视,http://139.196.151.191:7549/rtp/239.45.1.82:5140
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006827/1.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=3
天津卫视,http://36.40.236.23:9999/tsfile/live/0124_2.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://115.149.139.141:10001/tsfile/live/1036_1.m3u8?blog.ntnas.top
天津卫视,http://123.56.129.203:3929/rtp/225.1.8.136:8144
天津卫视,http://120.55.49.231:5795/rtp/233.50.201.104:5140
天津卫视,http://120.55.49.231:5795/rtp/233.50.201.47:5140
西藏卫视,http://220.249.114.102:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
